"","Study_ID","Site_ID","broad_outcome","detailed_outcome","is_subset","Highest_taxonomic_resolution","disturbance_type","comparison_type","disturbance_av","control_av","dist_var","control_var","var_type","dist_n","control_n","above_below","perc_during_dist","perc_annual_dist","time_after_dist_end","Functional_group_size","Country","exp_obs","before_after","controlled","blocked","paired","randomized","Validity","lat","lon","trophic_to_use","exoskeleton","study_year","geary_test","lnrr_laj","v_lnrr_laj","yi","vi","rr_diff","sei","e_n","inv_n_tilda","sqrt_inv_n_tilda","aridity"
"53","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",69484.24069,131805.1576,8595.988539,13610.31519,"SE",4,4,"belowground",-70,-35,365,"mesofauna","Sweden","experimental",FALSE,TRUE,TRUE,FALSE,TRUE,"Medium validity",56.55,13.2166666666667,NA,"yes",2006,"pass",-0.637903934870581,0.0260542836452622,-0.640224779124374,0.0259673028838543,0.00232084425379342,0.161143733616465,8,0.5,0.707106781186548,1.5437
"54","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",128223.4957,179799.4269,17191.97708,16475.6447,"SE",4,4,"belowground",-70,-35,730,"mesofauna","Sweden","experimental",FALSE,TRUE,TRUE,FALSE,TRUE,"Medium validity",56.55,13.2166666666667,NA,"yes",2006,"pass",-0.333276995668513,0.0264720780825747,-0.33806713311703,0.0263736591371515,0.00479013744851664,0.162399689461377,8,0.5,0.707106781186548,1.5437
"55","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",136103.1519,120343.8395,32951.2894,13610.31519,"SE",4,4,"belowground",-70,-35,1095,"mesofauna","Sweden","experimental",FALSE,TRUE,TRUE,FALSE,TRUE,"Medium validity",56.55,13.2166666666667,NA,"yes",2006,"pass",0.145972306141672,0.0723053190889022,0.123060093378255,0.0714054913182442,0.0229122127634169,0.267218059491203,8,0.5,0.707106781186548,1.5437
"56","Peguero_2021a","Peguero_2021a_1","abundance",NA,FALSE,"arthropods","drought","undisturbed vs disturbed",2.245024876,2.493781095,0.672351577,0.563187062,"SE",12,12,"belowground",-30,-30,NA,NA,"Spain","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Medium validity",41.35,1.03333333333333,"predator","yes",2021,"pass",-0.0857388827067193,0.143354958822652,-0.105083468994793,0.140693519026323,0.0193445862880741,0.375091347575924,24,0.166666666666667,0.408248290463863,0.4789
"57","Peguero_2021a","Peguero_2021a_1","abundance",NA,FALSE,"Collembola","drought","undisturbed vs disturbed",4.071428571,3.839285714,1.353679788,1.382609978,"SE",12,12,"belowground",-30,-30,NA,"mesofauna","Spain","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Medium validity",41.35,1.03333333333333,"detritivore","yes",2021,"pass",0.0491361838371657,0.247492155319636,0.0587076007959335,0.240232398638864,0.00957141695876781,0.490135082032356,24,0.166666666666667,0.408248290463863,0.4789
"58","Peguero_2021a","Peguero_2021a_1","abundance",NA,FALSE,"Mesostigmata","drought","undisturbed vs disturbed",2.578125,6.754261364,0.83807699,2.129048993,"SE",12,12,"belowground",-30,-30,NA,"mesofauna","Spain","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Medium validity",41.35,1.03333333333333,"predator","yes",2021,"pass",-0.959955690427135,0.210292698144353,-0.963111228334378,0.205032907775739,0.00315553790724243,0.452805596007535,24,0.166666666666667,0.408248290463863,0.4789
"59","Peguero_2021a","Peguero_2021a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",17.88194444,27.08333333,5.397922304,8.513689501,"SE",12,12,"belowground",-30,-30,NA,"mesofauna","Spain","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Medium validity",41.35,1.03333333333333,"detritivore","yes",2021,"pass",-0.418974431369411,0.194456054501159,-0.415127019145368,0.18993904796788,0.00384741222404317,0.435819971969941,24,0.166666666666667,0.408248290463863,0.4789
"60","Pflug_2001a","Pflug_2001a_1","abundance",NA,FALSE,"Collembola","drought","undisturbed vs disturbed",0.88,3.27,NA,NA,NA,4,4,"aboveground",-100,-75,NA,"mesofauna","Germany","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Medium validity",50.58426318,8.677588613,"fungivore","yes",2001,NA,-4.49853220192848,19.6811746249284,-1.31262335641905,NA,3.18590884550943,NA,8,0.5,0.707106781186548,0.7208
"61","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Entomobryomorpha","drought","undisturbed vs disturbed",27.91666667,46.79166667,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"fungivore","yes",2017,NA,-1.04746604989017,1.59198105130548,-0.516481242305266,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"62","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Entomobryomorpha","drought","undisturbed vs disturbed",35.54166667,78,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"fungivore","yes",2017,NA,-1.31698791703698,1.59198105130548,-0.786003109452072,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"63","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Entomobryomorpha","drought","undisturbed vs disturbed",29.375,67.91666667,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"fungivore","yes",2017,NA,-1.36912229862252,1.59198105130548,-0.838137491037619,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"64","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Mesostigmata","drought","undisturbed vs disturbed",32.5,46.5,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"predator","yes",2017,NA,-0.889197030842524,1.59198105130548,-0.358212223257619,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"65","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Mesostigmata","drought","undisturbed vs disturbed",40.8,61.7,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"predator","yes",2017,NA,-0.944586657086131,1.59198105130548,-0.413601849501226,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"66","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Mesostigmata","drought","undisturbed vs disturbed",46,59.7,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"predator","yes",2017,NA,-0.791675431494367,1.59198105130548,-0.260690623909462,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"67","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",72.8,122,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,NA,"yes",2017,NA,-1.04728989711552,1.59198105130548,-0.516305089530616,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"68","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",83.8,194,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,NA,"yes",2017,NA,-1.3704099591602,1.59198105130548,-0.839425151575291,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"69","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",105.5,162,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,NA,"yes",2017,NA,-0.959870189901168,1.59198105130548,-0.428885382316263,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"70","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Poduromorpha","drought","undisturbed vs disturbed",2.916666667,6.416666667,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"fungivore","yes",2017,NA,-1.31944216788684,1.59198105130548,-0.788457360301933,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"71","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Poduromorpha","drought","undisturbed vs disturbed",6.166666667,14.58333333,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"fungivore","yes",2017,NA,-1.39170568802162,1.59198105130548,-0.860720880436719,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"72","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Poduromorpha","drought","undisturbed vs disturbed",6.625,14.04166667,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"fungivore","yes",2017,NA,-1.28216353595442,1.59198105130548,-0.751178728369519,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"73","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Prostigmata","drought","undisturbed vs disturbed",24.5,23.6,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,NA,"yes",2017,NA,-0.493558402065788,1.59198105130548,0.0374264055191168,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"74","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Prostigmata","drought","undisturbed vs disturbed",26.7,36.7,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,NA,"yes",2017,NA,-0.849097997239226,1.59198105130548,-0.318113189654321,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"75","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Prostigmata","drought","undisturbed vs disturbed",29.4,29.7,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,NA,"yes",2017,NA,-0.541137179048923,1.59198105130548,-0.0101523714640181,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"76","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Symphypleona","drought","undisturbed vs disturbed",7.458333333,10.08333333,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"fungivore","yes",2017,NA,-0.832536727614951,1.59198105130548,-0.301551920030046,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"77","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Symphypleona","drought","undisturbed vs disturbed",6,18.58333333,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"fungivore","yes",2017,NA,-1.6614904598496,1.59198105130548,-1.13050565226469,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"78","Santonja_2017a","Santonja_2017a_1","abundance",NA,FALSE,"Symphypleona","drought","undisturbed vs disturbed",4.166666667,10.66666667,NA,NA,NA,24,24,"aboveground",-34.25,-34.25,NA,"mesofauna","France","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",43.9652777777778,5.87833333333333,"fungivore","yes",2017,NA,-1.47099206630888,1.59198105130548,-0.940007258723971,NA,0.530984807584905,NA,48,0.0833333333333333,0.288675134594813,0.5291
"79","Taylor_2004a","Taylor_2004a_1","abundance",NA,FALSE,"Nematoda","drought","undisturbed vs disturbed",197.5103734,307.8838174,98.75518672,98.75518672,"SE",5,5,"aboveground",-40,-40,NA,"microfauna","Germany","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Low validity",50.5166666666667,9.28333333333333,NA,"no",2004,"pass",-0.37037318325897,0.371154846788337,-0.443931389069701,0.35288358858106,0.0735582058107307,0.594040056377564,10,0.4,0.632455532033676,1.6033
"80","Taylor_2004a","Taylor_2004a_1","abundance",NA,FALSE,"Nematoda","drought","undisturbed vs disturbed",104.5643154,458.9211618,92.94605809,98.75518672,"SE",5,5,"aboveground",-40,-40,NA,"microfauna","Germany","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Low validity",50.5166666666667,9.28333333333333,NA,"no",2004,"fail",-1.10716770684816,0.99303998382045,-1.47907609406242,0.836430137678239,0.371908387214261,0.914565545862208,10,0.4,0.632455532033676,1.6033
"81","Taylor_2004a","Taylor_2004a_1","abundance",NA,FALSE,"Nematoda","drought","undisturbed vs disturbed",69.70954357,29.04564315,92.94605809,87.13692946,"SE",5,5,"aboveground",-40,-40,NA,"microfauna","Germany","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Low validity",50.5166666666667,9.28333333333333,NA,"no",2004,"fail",-2.73564237471037,31.8179012456885,0.875468737497352,10.777777779716,3.61111111220773,3.28295260089389,10,0.4,0.632455532033676,1.6033
"82","Tsiafouli_2005a","Tsiafouli_2005a_1","abundance",NA,FALSE,"Collembola","drought","undisturbed vs disturbed",468,974,326,772,"SD",7,7,"belowground",-100,-100,NA,"mesofauna","Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Medium validity",40.4333333333333,23.5666666666667,"fungivore","yes",2005,"pass",-0.743157419563991,0.16227950393973,-0.732943007724888,0.159064641801203,0.0102144118391027,0.398829088459208,14,0.285714285714286,0.534522483824849,0.4235
"83","Tsiafouli_2005a","Tsiafouli_2005a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",674,1497,349,1273,"SD",7,7,"belowground",-100,-100,NA,"mesofauna","Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Medium validity",40.4333333333333,23.5666666666667,NA,"yes",2005,"pass",-0.830488528883683,0.144641236609199,-0.797988273507321,0.141606551385039,0.0325002553763619,0.376306459398506,14,0.285714285714286,0.534522483824849,0.4235
"84","Tsiafouli_2018a","Tsiafouli_2018a_1","abundance",NA,FALSE,"Acari","drought","undisturbed vs disturbed",8.25,6.125,2.4375,1.90625,"SE",6,6,"aboveground",-100,-18.2,NA,"mesofauna","Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Medium validity",40.4333333333333,23.5666666666667,NA,"yes",2018,"pass",0.29305079660631,0.188404603374535,0.297834443915799,0.184154071478482,0.00478364730948877,0.429131764704597,12,0.333333333333333,0.577350269189626,0.4235
"85","Tsiafouli_2018a","Tsiafouli_2018a_1","abundance",NA,FALSE,"Acari","drought","undisturbed vs disturbed",1.09375,2.78125,0.4375,0.71875,"SE",6,6,"aboveground",-100,-18.2,NA,"mesofauna","Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Medium validity",40.4333333333333,23.5666666666667,NA,"yes",2018,"pass",-0.886680556696204,0.234299539163735,-0.933288308242726,0.226784496906956,0.0466077515465219,0.476218958995708,12,0.333333333333333,0.577350269189626,0.4235
"86","Tsiafouli_2018a","Tsiafouli_2018a_1","abundance",NA,FALSE,"Collembola","drought","undisturbed vs disturbed",1.589775561,1.091022444,0.822942643,0.324189526,"SE",6,6,"aboveground",-100,-18.2,NA,"mesofauna","Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Medium validity",40.4333333333333,23.5666666666667,"fungivore","yes",2018,"pass",0.466309871000028,0.376151743304659,0.376477571073164,0.356252354719211,0.089832299926864,0.596868791879095,12,0.333333333333333,0.577350269189626,0.4235
"87","Tsiafouli_2018a","Tsiafouli_2018a_1","abundance",NA,FALSE,"Collembola","drought","undisturbed vs disturbed",0.056109726,0.130922693,0.0312,0.105985037,"SE",6,6,"aboveground",-100,-18.2,NA,"mesofauna","Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Medium validity",40.4333333333333,23.5666666666667,"fungivore","yes",2018,"fail",-1.02036459764026,1.09578849386024,-0.847297852749109,0.964524101878552,0.173066744891152,0.982101879582028,12,0.333333333333333,0.577350269189626,0.4235
"88","Wang_2021a","Wang_2021a_1","abundance",NA,FALSE,"Nematoda","drought","undisturbed vs disturbed",389.3129771,485.4961832,52.67175573,34.35114504,"SE",3,3,"belowground",-30,-30,NA,"microfauna","China","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Medium validity",42.4,128.1,NA,"no",2021,"pass",-0.214138703458498,0.0234007574978076,-0.220787837607211,0.023310728248907,0.00664913414871346,0.152678512728239,6,0.666666666666667,0.816496580927726,0.7591
"89","Williams_2014a","Williams_2014a_1","abundance",NA,FALSE,"Acari","drought","undisturbed vs disturbed",228,134,28,13,"SE",30,30,"belowground",-33,-33,NA,"mesofauna","USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Medium validity",35.951883,-84.272722,NA,"yes",2014,"pass",0.534340662909961,0.0245724686383907,0.531505829003529,0.0244934593031727,0.00283483390643136,0.156503863540721,60,0.0666666666666667,0.258198889747161,0.9366
"90","Taylor_2005a","Taylor_2005a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",24.5,25.2,14.4,14.1,"SD",4,4,"aboveground",-100,-75.34246575,NA,"mesofauna","Germany","experimental",FALSE,TRUE,TRUE,FALSE,FALSE,"Low validity",50.5166666666667,9.28333333333333,NA,"yes",2005,"pass",-0.0241222311478245,0.168026844117444,-0.0281708769666963,0.164630738349762,0.00404864581887188,0.405747135972346,8,0.5,0.707106781186548,1.6033
"91","Taylor_2005a","Taylor_2005a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",3.3,10.6,2.9,5.5,"SD",4,4,"aboveground",-100,-75.34246575,NA,"mesofauna","Germany","experimental",FALSE,TRUE,TRUE,FALSE,FALSE,"Low validity",50.5166666666667,9.28333333333333,NA,"yes",2005,"pass",-1.10405100604556,0.270824258416344,-1.16693153264559,0.260373014752202,0.0628805266000241,0.510267591320673,8,0.5,0.707106781186548,1.6033
"92","Taylor_2005a","Taylor_2005a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",4,12,2.8,3.6,"SD",4,4,"aboveground",-100,-75.34246575,NA,"mesofauna","Germany","experimental",FALSE,TRUE,TRUE,FALSE,FALSE,"Low validity",50.5166666666667,9.28333333333333,NA,"yes",2005,"pass",-1.04861228866811,0.148878125,-1.09861228866811,0.145,0.05,0.380788655293195,8,0.5,0.707106781186548,1.6033
"93","Taylor_2005a","Taylor_2005a_1","abundance",NA,FALSE,"Oribatida","drought","undisturbed vs disturbed",3.5,31,2.3,9.2,"SD",4,4,"aboveground",-100,-75.34246575,NA,"mesofauna","Germany","experimental",FALSE,TRUE,TRUE,FALSE,FALSE,"Low validity",50.5166666666667,9.28333333333333,NA,"yes",2005,"pass",-2.13825400939758,0.133012916620491,-2.18122423598978,0.129977914162543,0.0429702265921978,0.360524498699524,8,0.5,0.707106781186548,1.6033
"94","Delph_2014a","Delph_2014a_1","abundance",NA,FALSE,"Arthropods","drought","disturbed vs more disturbed",198.5,194.7,32.9,29.5,"SE",96,96,"aboveground",-34,-34,570,NA,"USA","observational",FALSE,TRUE,FALSE,TRUE,FALSE,"Low validity",35.31,-106.395,NA,"yes",2014,"pass",0.0215861503114354,0.0507480222905475,0.0193291877490913,0.0504276074020072,0.00225696256234415,0.2245609213599,192,0.0208333333333333,0.144337567297406,0.2006
"95","Delph_2014a","Delph_2014a_1","abundance",NA,FALSE,"Arthropods","drought","disturbed vs more disturbed",149.2,179.3,36.1,53.4,"SE",96,96,"aboveground",-34,-34,570,NA,"USA","observational",FALSE,TRUE,FALSE,TRUE,FALSE,"Low validity",35.31,-106.395,NA,"yes",2014,"pass",-0.19885090055751,0.1500666313127,-0.183772692841427,0.147242896324,0.015078207716083,0.383722420929505,192,0.0208333333333333,0.144337567297406,0.2006
"96","Delph_2014a","Delph_2014a_1","abundance",NA,FALSE,"Arthropods","drought","disturbed vs more disturbed",279.6,178.4,76.4,19.1,"SE",96,96,"aboveground",-34,-34,570,NA,"USA","observational",FALSE,TRUE,FALSE,TRUE,FALSE,"Low validity",35.31,-106.395,NA,"yes",2014,"pass",0.480932667905121,0.0875531655748033,0.449331790213746,0.0861266332206305,0.0316008776913747,0.293473394399953,192,0.0208333333333333,0.144337567297406,0.2006
"97","Wang_2021a","Wang_2021a_1","abundance",NA,TRUE,"Nematoda","drought","undisturbed vs disturbed",197.3684211,292.1052632,39.47368421,18.42105263,"SE",3,3,NA,-30,-30,NA,NA,"China","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Medium validity",42.4,128.1,"predator","no",2021,"pass",-0.374030562650835,0.0443809039330643,-0.392042087680168,0.0439769499008009,0.0180115250293329,0.209706818918224,6,0.666666666666667,0.816496580927726,0.7591
"98","Wang_2021a","Wang_2021a_1","abundance",NA,TRUE,"Nematoda","drought","undisturbed vs disturbed",71.68141593,79.6460177,13.27433628,15.92920354,"SE",3,3,NA,-30,-30,NA,NA,"China","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Medium validity",42.4,128.1,"plant-parasites","no",2021,"pass",-0.108213739260402,0.0749875647356716,-0.105360515657826,0.0742935527948483,0.00285322360257589,0.272568436901356,6,0.666666666666667,0.816496580927726,0.7591
"99","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Tylenchidae","drought","undisturbed vs disturbed",1.48409894,11.87279152,2.332155477,7.4204947,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,NA,"no",2011,"fail",-1.04006016428008,4.42262869834421,-2.07944154167984,2.86001275479951,1.03938137739976,1.6911572235601,8,0.5,0.707106781186548,0.9311
"100","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Criconematidae","drought","undisturbed vs disturbed",1.060070671,8.056537102,0.636042403,6.360424028,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,NA,"no",2011,"fail",-2.15978259640457,1.11278466611795,-2.02814824759018,0.983268698534371,0.131634348814386,0.991599061382357,8,0.5,0.707106781186548,0.9311
"101","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Aphelenchoididae","drought","undisturbed vs disturbed",8.056537102,46.21908127,11.87279152,10.17667845,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,NA,"no",2011,"fail",-0.685276710499018,3.39993276888262,-1.74690890307637,2.22022592047866,1.06163219257735,1.49004225459504,8,0.5,0.707106781186548,0.9311
"102","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Cephalobidae","drought","undisturbed vs disturbed",2.756183746,12.72084806,3.180212014,11.44876325,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,NA,"no",2011,"fail",-1.26871473148335,2.7485164377219,-1.5293952048815,2.14136094566431,0.260680473398157,1.46333897155249,8,0.5,0.707106781186548,0.9311
"103","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Plectidae","drought","undisturbed vs disturbed",0.636042403,14.8409894,NA,1.696113074,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,NA,"no",2011,NA,-2.86786082705062,0.673472032887647,-3.14988295315665,NA,0.282022126106023,NA,8,0.5,0.707106781186548,0.9311
"104","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Qudsianematidae","drought","undisturbed vs disturbed",1.060070671,5.93639576,0.636042403,3.180212014,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,NA,"no",2011,"pass",-1.68626149585239,0.699980582134021,-1.72276659814539,0.6469897963196,0.0365051022929999,0.804356759354703,8,0.5,0.707106781186548,0.9311
"105","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Nematoda","drought","undisturbed vs disturbed",42.5,98,10.5,12.5,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,"bacterivore","no",2011,"pass",-0.813079003001914,0.0783049085808112,-0.835463402740201,0.0773073250909007,0.0223843997382868,0.278041948437463,8,0.5,0.707106781186548,0.9311
"106","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Nematoda","drought","undisturbed vs disturbed",116,143,39.5,7.5,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,"fungivore","no",2011,"pass",-0.152653816194124,0.122065845178311,-0.209254439153543,0.118702737434314,0.0566006229594184,0.344532636239753,8,0.5,0.707106781186548,0.9311
"107","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Nematoda","drought","undisturbed vs disturbed",21,20.5,9.5,4.5,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,"omnivore","no",2011,"pass",0.10232901271398,0.263884847794305,0.0240975515790605,0.252834129884355,0.07823146113492,0.502826142801222,8,0.5,0.707106781186548,0.9311
"108","Landesman_2011a","Landesman_2011a_1","abundance",NA,TRUE,"Nematoda","drought","undisturbed vs disturbed",42.5,64,13.5,18.5,"SE",4,4,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Low validity",39.957455,-74.627963,"plant-parasite","no",2011,"pass",-0.400707744892806,0.188747416376535,-0.409379007429301,0.184456782885489,0.00867126253649436,0.429484322048534,8,0.5,0.707106781186548,0.9311
"109","Lensing_2005a","Lensing_2005a_1","abundance",NA,TRUE,"Entomobryidae","drought","undisturbed vs disturbed",260.8,434.2,35.5,57,"SE",5,5,NA,-100,-100,NA,NA,"USA","experimental",FALSE,TRUE,FALSE,FALSE,TRUE,"Low validity",37.719113,-84.338822,NA,"yes",2005,"pass",-0.509103832533426,0.0359219927044953,-0.509751427391693,0.0357619186616498,0.000647594858267597,0.189108219444977,10,0.4,0.632455532033676,0.9402
