"","Study_ID","Site_ID","broad_outcome","detailed_outcome","is_subset","Highest_taxonomic_resolution","trophic_group","trophic_assigned","sampling_method","sampling_month","sampling_season","disturbance_type","comparison_type","disturbance_av","control_av","disturbance_av_before","control_av_before","dist_var","control_var","dist_var_before","control_var_before","var_type","dist_n","control_n","significant","approx_p_val","exact_p_val","sample_area","sampling_depth","perc_during_dist","perc_annual_dist","time_after_dist_start","time_after_dist_end","TN","SOC","soil_moisture","total_carbon","bulk_density","available_WSC","clay","sand","silt","ph","organic_carbon","lat","lon","forest_type","deciduous_coniferous","plantation","plot_area","mean_annual_precipitation","mean_annual_temperature","soil_pH","soil_type","temp_bio","precip_bio","sand_usda","silt_usda","clay_usda","temp","precip","trophic_all","temp.1","precip.1","precip_seasonality","temp_seasonality","aridity","phylum","Taxa_Class","Taxa_subclass","superorder","Taxa_order","sub_order","infraorder","Taxa_Family","Taxa_genus","Functional_group_size","body_length","body_width","min_length","max_length","av_length","min_width","max_width","av_width"
"96","Kuperman_2002a","Kuperman_2002a_1","abundance","","FALSE","Collembola","","fungivore","","","Spring","drought","undisturbed vs disturbed","15.56313993","25.66552901","","","15.56313993","3.8225255969999998","","","SE","24","24","","","","78.5","10","","","30","","","","","5.655","1.3","1","20","41","39","5.1","1.45","38.717428","-83.446694","temperate seasonal forest","deciduous","FALSE","","","","4.55","silty loam","11.6999998092651","1093","35","81","13.5","11.6999998092651","1093","fungivore","11.6999998092651","109.3","16","8586","1.53536164819137","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"97","Kuperman_2002a","Kuperman_2002a_3","abundance","","FALSE","Collembola","","fungivore","","","Spring","drought","undisturbed vs disturbed","15.83617747","53.7883959","","","3.5494880549999999","5.1877133110000004","","","SE","24","24","","","","78.5","10","100","100","182.5","","","","","3.4932","1.42","1","21","47","32","6.2","0.82","37.628727","-89.158503","temperate seasonal forest","deciduous","FALSE","","","","6.5","silty loam","13","1159","35","81","13.5","13","1159","fungivore","13","115.9","16","8980","1.54186306279554","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"98","Kuperman_2002a","Kuperman_2002a_3","abundance","","FALSE","Collembola","","fungivore","","","Spring","drought","undisturbed vs disturbed","3.003412969","53.7883959","","","0.27303754299999999","5.1877133110000004","","","SE","24","24","","","","78.5","10","","","30","","","","","3.4932","1.42","1","21","47","32","6.2","0.82","37.628727","-89.158503","temperate seasonal forest","deciduous","FALSE","","","","6.5","silty loam","13","1159","35","81","13.5","13","1159","fungivore","13","115.9","16","8980","1.54186306279554","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"99","Landesman_2011a","Landesman_2011a_1","abundance","","FALSE","Nematoda","","","Cobb's decanting and sieving method","September","Autumn","drought","undisturbed vs disturbed","12.60869565","105.6521739","","","10","13.47826087","","","SE","4","4","TRUE","<0.05","","","3","100","100","425","","","","","8.5272","1.36","3","4","85","11","4.5","2.09","39.957455","-74.627963","temperate seasonal forest","mixed","FALSE","4.75","1344","","4.4000000000000004","sandy","11.6999998092651","1125","93","7","5","11.6999998092651","1344","","11.6999998092651","112.5","13","8446","1.45367001685319","Nematoda","","","","","","","","","microfauna","Nematoda","Nematoda","0.1","5","2.55","0.00328547438643668","0.123567243790847","0.0634263590886418"
"100","Landesman_2011a","Landesman_2011a_1","abundance","","FALSE","Nematoda","","","Cobb's decanting and sieving method","September","Autumn","precip_inc","undisturbed vs disturbed","53.47826087","105.6521739","","","8.6956521739999992","13.47826087","","","SE","4","4","TRUE","<0.05","","","3","100","100","425","","","","","8.5272","1.36","3","4","85","11","4.5","2.09","39.957455","-74.627963","temperate seasonal forest","mixed","FALSE","4.75","1344","","4.4000000000000004","sandy","11.6999998092651","1125","93","7","5","11.6999998092651","1344","","11.6999998092651","112.5","13","8446","1.45367001685319","Nematoda","","","","","","","","","microfauna","Nematoda","Nematoda","0.1","5","2.55","0.00328547438643668","0.123567243790847","0.0634263590886418"
"101","Landesman_2011a","Landesman_2011a_1","abundance","","FALSE","Nematoda","","","Cobb's decanting and sieving method","September","Autumn","precip_inc","undisturbed vs disturbed","100","105.6521739","","","16.52173913","13.47826087","","","SE","4","4","FALSE",">0.05","","","3","200","200","425","","","","","8.5272","1.36","3","4","85","11","4.5","2.09","39.957455","-74.627963","temperate seasonal forest","mixed","FALSE","4.75","1344","","4.4000000000000004","sandy","11.6999998092651","1125","93","7","5","11.6999998092651","1344","","11.6999998092651","112.5","13","8446","1.45367001685319","Nematoda","","","","","","","","","microfauna","Nematoda","Nematoda","0.1","5","2.55","0.00328547438643668","0.123567243790847","0.0634263590886418"
"102","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Araneida","","predator","pitfall traps","August","Summer","drought","undisturbed vs disturbed","3.214545455","2.374545455","","","0.941818182","0.71272727300000005","","","SE","5","5","","","","63.62","","100","100","21","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","predator","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Arachnida","","","Araneae","","","","","macrofauna","Araneae","Araneida","0.43","100","50.215","1.43545076799612","28.2925696375124","14.8640102027543"
"103","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Araneida","","predator","pitfall traps","August","Summer","drought","undisturbed vs disturbed","4.232727273","2.603636364","","","0.56000000000000005","0.941818182","","","SE","5","5","","","","63.62","","100","100","28","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","predator","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Arachnida","","","Araneae","","","","","macrofauna","Araneae","Araneida","0.43","100","50.215","1.43545076799612","28.2925696375124","14.8640102027543"
"104","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Araneida","","predator","pitfall traps","August","Summer","drought","undisturbed vs disturbed","5.632727273","4.232727273","","","1.5018181820000001","0.941818182","","","SE","5","5","TRUE","<0.05","4.2999999999999997E-2","63.62","","100","100","46","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","predator","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Arachnida","","","Araneae","","","","","macrofauna","Araneae","Araneida","0.43","100","50.215","1.43545076799612","28.2925696375124","14.8640102027543"
"105","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Araneida","","predator","pitfall traps","September","Summer","drought","undisturbed vs disturbed","4.64","2.4","","","0.91636363600000004","0.25454545499999998","","","SE","5","5","","","","63.62","","100","100","58","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","predator","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Arachnida","","","Araneae","","","","","macrofauna","Araneae","Araneida","0.43","100","50.215","1.43545076799612","28.2925696375124","14.8640102027543"
"106","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Collembola","","fungivore","pitfall traps","August","Summer","drought","undisturbed vs disturbed","54.7826087","148.115942","","","13.1884058","22.31884058","","","SE","5","5","","","","63.62","","100","100","21","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","fungivore","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"107","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Collembola","","fungivore","pitfall traps","August","Summer","drought","undisturbed vs disturbed","70","153.1884058","","","13.1884058","22.31884058","","","SE","5","5","","","","63.62","","100","100","28","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","fungivore","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"108","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Collembola","","fungivore","pitfall traps","August","Summer","drought","undisturbed vs disturbed","141.0144928","283.0434783","","","17.246376810000001","21.304347830000001","","","SE","5","5","","","","63.62","","100","100","46","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","fungivore","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"109","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Collembola","","fungivore","pitfall traps","September","Summer","drought","undisturbed vs disturbed","36.52173913","73.04347826","","","2.0289855069999998","5.0724637680000004","","","SE","5","5","TRUE","<0.001","","63.62","","100","100","58","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","fungivore","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"110","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Araneida","","predator","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed","2.374545455","3.214545455","","","0.71272727300000005","0.941818182","","","SE","5","5","","","","63.62","","200","200","21","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","predator","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Arachnida","","","Araneae","","","","","macrofauna","Araneae","Araneida","0.43","100","50.215","1.43545076799612","28.2925696375124","14.8640102027543"
"111","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Araneida","","predator","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed","2.603636364","4.232727273","","","0.941818182","0.56000000000000005","","","SE","5","5","","","","63.62","","200","200","28","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","predator","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Arachnida","","","Araneae","","","","","macrofauna","Araneae","Araneida","0.43","100","50.215","1.43545076799612","28.2925696375124","14.8640102027543"
"112","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Araneida","","predator","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed","4.232727273","5.632727273","","","0.941818182","1.5018181820000001","","","SE","5","5","TRUE","<0.05","4.2999999999999997E-2","63.62","","200","200","46","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","predator","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Arachnida","","","Araneae","","","","","macrofauna","Araneae","Araneida","0.43","100","50.215","1.43545076799612","28.2925696375124","14.8640102027543"
"113","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Araneida","","predator","pitfall traps","September","Summer","precip_inc","undisturbed vs disturbed","2.4","4.64","","","0.25454545499999998","0.91636363600000004","","","SE","5","5","","","","63.62","","200","200","58","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","predator","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Arachnida","","","Araneae","","","","","macrofauna","Araneae","Araneida","0.43","100","50.215","1.43545076799612","28.2925696375124","14.8640102027543"
"114","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Collembola","","fungivore","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed","148.115942","54.7826087","","","22.31884058","13.1884058","","","SE","5","5","","","","63.62","","200","200","21","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","fungivore","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"115","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Collembola","","fungivore","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed","153.1884058","70","","","22.31884058","13.1884058","","","SE","5","5","","","","63.62","","200","200","28","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","fungivore","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"116","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Collembola","","fungivore","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed","283.0434783","141.0144928","","","21.304347830000001","17.246376810000001","","","SE","5","5","","","","63.62","","200","200","46","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","fungivore","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"117","Lensing_2005a","Lensing_2005a_1","abundance","","FALSE","Collembola","","fungivore","pitfall traps","September","Summer","precip_inc","undisturbed vs disturbed","73.04347826","36.52173913","","","5.0724637680000004","2.0289855069999998","","","SE","5","5","TRUE","<0.001","","63.62","","200","200","58","","","","","3.9732","1.54","1","24","47","29","6.4","0.86","37.719113","-84.338822","temperate seasonal forest","deciduous","FALSE","4","","","","","12.8999996185303","1194","","","","12.8999996185303","1194","fungivore","12.8999996185303","119.4","14","8382","1.44849697293707","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"118","Lindberg_2002a","Lindberg_2002a_1","abundance","","FALSE","Collembola","","fungivore","high-gradient canister","October","Autumn","drought","undisturbed vs disturbed","12800","38000","","","7800","6300","","","SE","4","4","FALSE",">0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"119","Lindberg_2002a","Lindberg_2002a_1","evenness","","FALSE","Collembola","","fungivore","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed","0.51","0.69","","","","","","","","4","4","FALSE",">0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"120","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","fishers alpha","FALSE","Collembola","","fungivore","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed","2.41","2.34","","","","","","","","4","4","FALSE",">0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"121","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","shannon wiener","FALSE","Collembola","","fungivore","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed","1.22","1.85","","","","","","","","4","4","FALSE",">0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"122","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","simpsons index","FALSE","Collembola","","fungivore","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed","12","15","","","0.6","0.8","","","SE","4","4","TRUE","<0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"123","Lindberg_2002a","Lindberg_2002a_1","abundance","","FALSE","Enchytraeidae","omnivore","","baerman funnel","October","Autumn","drought","undisturbed vs disturbed","3300","36600","","","1900","8700","","","SE","4","4","TRUE","<0.05","","15.9","15","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","omnivore","7","86.1","23","6367","2.16790212616664","Annelidae","Clitellata","","","Haplotaxida","","","Enchytraeidae","","mesofauna","Enchytraeidae","Enchytraeidae","150","2000","1075","0.521102631077425","2.07220232011801","1.29665247559772"
"124","Lindberg_2002a","Lindberg_2002a_1","abundance","","FALSE","Macroarthropods","predator","","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed","190","860","","","70","100","","","SE","4","4","TRUE","<0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","predator","7","86.1","23","6367","2.16790212616664","Arthropoda","","","","","","","","","macrofauna","Macroarthropods","Macroarthropods",NA,NA,"47.5","2","28.2925696375124","15.1462848187562"
"125","Lindberg_2002a","Lindberg_2002a_1","abundance","","FALSE","Mesostigmata","","predator","high-gradient canister","October","Autumn","drought","undisturbed vs disturbed","2100","7400","","","430","690","","","SE","4","4","FALSE",">0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","predator","7","86.1","23","6367","2.16790212616664","Arthropoda","Arachnida","","Parasitiformes","Mesostigmata","","","","","mesofauna","Mesostigmata","Mesostigmata","0.3","1.5","0.9","0.2","4","2.1"
"126","Lindberg_2002a","Lindberg_2002a_1","abundance","","FALSE","Oribatida","","","high-gradient canister","October","Autumn","drought","undisturbed vs disturbed","70200","220000","","","33800","32600","","","SE","4","4","TRUE","<0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","","7","86.1","23","6367","2.16790212616664","Arthropoda","Arachnida","Acari","Acariformes","Oribatida","","","","","mesofauna","Oribatida","Acari","0.2","1.8","1","0.0976920658145729","2.1339668268851","1.11582944634984"
"127","Lindberg_2002a","Lindberg_2002a_1","evenness","","FALSE","Oribatida","","","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed","0.44","0.61","","","","","","","","4","4","TRUE","<0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","","7","86.1","23","6367","2.16790212616664","Arthropoda","Arachnida","Acari","Acariformes","Oribatida","","","","","mesofauna","Oribatida","Acari","0.2","1.8","1","0.0976920658145729","2.1339668268851","1.11582944634984"
"128","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","fishers alpha","FALSE","Oribatida","","","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed","3.43","3.65","","","","","","","","4","4","FALSE",">0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","","7","86.1","23","6367","2.16790212616664","Arthropoda","Arachnida","Acari","Acariformes","Oribatida","","","","","mesofauna","Oribatida","Acari","0.2","1.8","1","0.0976920658145729","2.1339668268851","1.11582944634984"
"129","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","shannon wiener","FALSE","Oribatida","","","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed","1.33","1.99","","","","","","","","4","4","TRUE","<0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","","7","86.1","23","6367","2.16790212616664","Arthropoda","Arachnida","Acari","Acariformes","Oribatida","","","","","mesofauna","Oribatida","Acari","0.2","1.8","1","0.0976920658145729","2.1339668268851","1.11582944634984"
"130","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","simpsons index","FALSE","Oribatida","","","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed","20","26","","","1.7","0.6","","","SE","4","4","TRUE","<0.05","","100","10","70","35","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","506.25","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","","7","86.1","23","6367","2.16790212616664","Arthropoda","Arachnida","Acari","Acariformes","Oribatida","","","","","mesofauna","Oribatida","Acari","0.2","1.8","1","0.0976920658145729","2.1339668268851","1.11582944634984"
"131","Lindberg_2002a","Lindberg_2002a_1","abundance","","FALSE","Collembola","","fungivore","high-gradient canister","October","Autumn","precip_inc","undisturbed vs disturbed","66000","38000","","","6800","6300","","","SE","4","4","FALSE",">0.07","","100","10","137","137","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","2025","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"132","Lindberg_2002a","Lindberg_2002a_1","evenness","","FALSE","Collembola","","fungivore","tullgren funnel","October","Autumn","precip_inc","undisturbed vs disturbed","0.69","0.69","","","","","","","","4","4","FALSE",">0.05","","100","10","137","137","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","2025","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"133","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","fishers alpha","FALSE","Collembola","","fungivore","tullgren funnel","November","Autumn","precip_inc","undisturbed vs disturbed","2.12","2.34","","","","","","","","4","4","FALSE",">0.05","","100","10","137","137","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","2025","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"134","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","shannon wiener","FALSE","Collembola","","fungivore","tullgren funnel","October","Autumn","precip_inc","undisturbed vs disturbed","1.83","1.85","","","","","","","","4","4","FALSE",">0.05","","100","10","137","137","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","2025","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"135","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","simpsons index","FALSE","Collembola","","fungivore","tullgren funnel","October","Autumn","precip_inc","undisturbed vs disturbed","14","15","","","","0.6","","","SE","4","4","FALSE",">0.05","","100","10","137","137","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","2025","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","fungivore","7","86.1","23","6367","2.16790212616664","Arthropoda","Entognatha","Collembola","","","","","","","mesofauna","Collembola","Collembola","0.5","7","3.75","0.147379272851317","1.98289123557394","1.06513525421263"
"136","Lindberg_2002a","Lindberg_2002a_1","abundance","","FALSE","Enchytraeidae","","","baerman funnel","October","Autumn","precip_inc","undisturbed vs disturbed","890","36600","","","85","8700","","","SE","4","4","FALSE",">0.08","","15.9","15","137","137","2555","","","","0.40151515199999999","22.2921","1.41","5","10","50","40","4.5","5.27","56.55","13.21666667","boreal forest","coniferous","TRUE","2025","1150","7.5","4","sandy loam","7","861","60","25","10","7.5","1150","","7","86.1","23","6367","2.16790212616664","Annelidae","Clitellata","","","Haplotaxida","","","Enchytraeidae","","mesofauna","Enchytraeidae","Enchytraeidae","150","2000","1075","0.521102631077425","2.07220232011801","1.29665247559772"
