Site_ID,broad_outcome,detailed_outcome,is_subset,Highest_taxonomic_resolution,body_size,trophic_group,sampling_method,sampling_month,sampling_season,disturbance_type,comparison_type,disturbance_av,control_av,disturbance_av_before,control_av_before,av_type,unit,dist_var,control_var,dist_var_before,control_var_before,var_type,dist_n,control_n,description_data_extraction,significant,approx_p_val,exact_p_val,exact_z_val,sample_area,sampling_depth,dist_strength_during,annual_strength_dist,perc_during_dist,perc_annual_dist,time_after_dist_start,time_after_dist_end,TN,SOC,soil_moisture,soil_moisture_unit,soil_bulk_density ,function_info,log_tranformed,notes,,
Lindberg_2004a_1,alpha diversity,species number,FALSE,Oribatida,NA,NA,tullgren funnel,September,Autumn,precip_inc,undisturbed vs disturbed,26.2,24.5,NA,NA,mean,S,2.1,1.2,,,SE,4,4,p 129 tab 2,FALSE,>0.05,NA,NA,100,8,NA,NA,NA,NA,4750,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lindberg_2004a_1,alpha diversity,shannon wiener,FALSE,Collembola,NA,NA,tullgren funnel,September,Autumn,precip_inc,undisturbed vs disturbed,2.04,2.2,NA,NA,mean,H',0.06,0.04,,,SE,4,4,p 129 tab 2,FALSE,>0.05,NA,NA,100,8,NA,NA,NA,NA,4750,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lindberg_2004a_1,alpha diversity,species number,FALSE,Collembola,NA,NA,tullgren funnel,September,Autumn,precip_inc,undisturbed vs disturbed,14.9,17,NA,NA,mean,S,1,1.1,,,SE,4,4,p 129 tab 2,FALSE,>0.05,NA,NA,100,8,NA,NA,NA,NA,4750,NA,NA,NA,NA,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,bacterivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,91.21813031,182.4362606,NA,NA,mean,ind 100g-1 dry soil,31.72804533,103.1161473,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,90,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,bacterivore,baerman funnel,August,Summer,precip_inc,undisturbed vs disturbed,146.7422096,210.1983003,NA,NA,mean,ind 100g-1 dry soil,31.72804533,43.62606232,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,110,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,bacterivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,126.9121813,170.5382436,NA,NA,mean,ind 100g-1 dry soil,39.66005666,27.76203966,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,130,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,bacterivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,436.2606232,372.8045326,NA,NA,mean,ind 100g-1 dry soil,134.8441926,95.18413598,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,370,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,bacterivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,99.15014164,107.082153,NA,NA,mean,ind 100g-1 dry soil,0,0,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,492,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,bacterivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,416.4305949,265.7223796,NA,NA,mean,ind 100g-1 dry soil,202.266289,95.18413598,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,730,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,bacterivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,170.5382436,210.1983003,NA,NA,mean,ind 100g-1 dry soil,0,63.45609065,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,850,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,bacterivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,289.5184136,479.8866856,NA,NA,mean,ind 100g-1 dry soil,63.45609065,126.9121813,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,fungivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,17.55319149,43.08510638,NA,NA,mean,ind 100g-1 dry soil,0,0,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,90,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,fungivore,baerman funnel,August,Summer,precip_inc,undisturbed vs disturbed,186.7021277,347.8723404,NA,NA,mean,ind 100g-1 dry soil,30.31914894,38.29787234,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,110,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,fungivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,82.9787234,52.65957447,NA,NA,mean,ind 100g-1 dry soil,55.85106383,25.53191489,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,130,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,fungivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,111.7021277,84.57446809,NA,NA,mean,ind 100g-1 dry soil,31.91489362,60.63829787,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,370,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,fungivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,19.14893617,27.12765957,NA,NA,mean,ind 100g-1 dry soil,0,0,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,492,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,fungivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,20.74468085,28.72340426,NA,NA,mean,ind 100g-1 dry soil,0,0,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,730,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,fungivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,89.36170213,121.2765957,NA,NA,mean,ind 100g-1 dry soil,19.14893617,67.0212766,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,850,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,fungivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,23.93617021,122.8723404,NA,NA,mean,ind 100g-1 dry soil,12.76595745,6.382978723,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,omnivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,1.515151515,7.575757576,NA,NA,mean,ind 100g-1 dry soil,0,0,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,90,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,omnivore,baerman funnel,August,Summer,precip_inc,undisturbed vs disturbed,6.060606061,13.63636364,NA,NA,mean,ind 100g-1 dry soil,4.545454545,6.060606061,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,110,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,omnivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,5.555555556,16.66666667,NA,NA,mean,ind 100g-1 dry soil,0,13.63636364,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,130,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,omnivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,88.88888889,76.76767677,NA,NA,mean,ind 100g-1 dry soil,27.77777778,24.24242424,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,370,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,omnivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,56.56565657,26.26262626,NA,NA,mean,ind 100g-1 dry soil,19.6969697,9.595959596,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,492,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,omnivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,36.86868687,39.8989899,NA,NA,mean,ind 100g-1 dry soil,24.24242424,20.70707071,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,730,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,omnivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,8.080808081,6.060606061,NA,NA,mean,ind 100g-1 dry soil,0,4.04040404,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,850,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,omnivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,79.7979798,86.36363636,NA,NA,mean,ind 100g-1 dry soil,22.22222222,25.25252525,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,predator ,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,1.263157895,7.263157895,NA,NA,mean,ind 100g-1 dry soil,0,3.473684211,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,90,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,predator ,baerman funnel,August,Summer,precip_inc,undisturbed vs disturbed,1.578947368,5.368421053,NA,NA,mean,ind 100g-1 dry soil,0,3.473684211,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,110,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,predator ,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,5.684210526,10.10526316,NA,NA,mean,ind 100g-1 dry soil,5.368421053,11.05263158,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,130,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,predator ,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,11.36842105,67.57894737,NA,NA,mean,ind 100g-1 dry soil,10.10526316,47.36842105,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,370,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,predator ,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,14.84210526,9.473684211,NA,NA,mean,ind 100g-1 dry soil,5.684210526,2.842105263,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,492,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,predator ,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,3.789473684,9.157894737,NA,NA,mean,ind 100g-1 dry soil,2.526315789,2.210526316,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,730,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,predator ,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,11.68421053,6,NA,NA,mean,ind 100g-1 dry soil,5.684210526,0,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,850,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,predator ,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,4.105263158,12.94736842,NA,NA,mean,ind 100g-1 dry soil,2.842105263,13.26315789,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,herbivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,88.23529412,326.4705882,NA,NA,mean,ind 100g-1 dry soil,0,70.58823529,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,90,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,herbivore,baerman funnel,August,Summer,precip_inc,undisturbed vs disturbed,317.6470588,114.7058824,NA,NA,mean,ind 100g-1 dry soil,141.1764706,44.11764706,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,110,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,herbivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,141.1764706,308.8235294,NA,NA,mean,ind 100g-1 dry soil,17.64705882,105.8823529,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,130,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,herbivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,1429.411765,767.6470588,NA,NA,mean,ind 100g-1 dry soil,644.1176471,317.6470588,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,370,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,herbivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,132.3529412,114.7058824,NA,NA,mean,ind 100g-1 dry soil,0,17.64705882,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,492,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,herbivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,97.05882353,229.4117647,NA,NA,mean,ind 100g-1 dry soil,0,158.8235294,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,730,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,herbivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,282.3529412,150,NA,NA,mean,ind 100g-1 dry soil,0,0,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,850,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,TRUE,Nematoda,NA,herbivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,538.2352941,926.4705882,NA,NA,mean,ind 100g-1 dry soil,291.1764706,511.7647059,,,SE,4,4,p 6 fig 2,FALSE,>0.05,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,bacterivore,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,231.4285714,257.1428571,NA,NA,mean,ind 100g-1 dry soil,38.57142857,30,,,SE,4,4,p 6 fig 2,FALSE,>0.05,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,fungivore,baerman funnel,August,Summer,precip_inc,undisturbed vs disturbed,70.55084746,104.8728814,NA,NA,mean,ind 100g-1 dry soil,13.34745763,28.60169492,,,SE,4,4,p 6 fig 2,FALSE,>0.05,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,omnivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,36.48,35.04,NA,NA,mean,ind 100g-1 dry soil,7.2,7.68,,,SE,4,4,p 6 fig 2,FALSE,>0.05,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,predator ,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,6.86440678,16.01694915,NA,NA,mean,ind 100g-1 dry soil,1.271186441,6.86440678,,,SE,4,4,p 6 fig 2,FALSE,>0.05,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,herbivore,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,367.9245283,362.2641509,NA,NA,mean,ind 100g-1 dry soil,107.5471698,84.90566038,,,SE,4,4,p 6 fig 2,FALSE,>0.05,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,NA,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,216.86747,614.4578313,NA,NA,mean,ind 100g-1 dry soil,60.24096386,144.5783133,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,90,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,NA,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,662.650602,710.8433735,NA,NA,mean,ind 100g-1 dry soil,216.8674699,168.6746988,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,110,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,NA,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,337.349398,542.1686747,NA,NA,mean,ind 100g-1 dry soil,84.3373494,120.4819277,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,130,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,NA,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,2084.33735,1349.39759,NA,NA,mean,ind 100g-1 dry soil,734.939759,385.5421687,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,370,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,NA,baerman funnel,August,Summer,precip_inc,undisturbed vs disturbed,373.493976,277.1084337,NA,NA,mean,ind 100g-1 dry soil,0,0,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,492,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,NA,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,578.313253,554.2168675,NA,NA,mean,ind 100g-1 dry soil,0,0,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,730,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,NA,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,578.313253,506.0240964,NA,NA,mean,ind 100g-1 dry soil,0,216.8674699,,,SE,4,4,p 6 fig 2,NA,NA,NA,NA,50.3,10,130,130,130,130,850,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,NA,baerman funnel,October,Autumn,precip_inc,undisturbed vs disturbed,927.710843,1638.554217,NA,NA,mean,ind 100g-1 dry soil,313.253012,433.7349398,,,SE,4,4,p 6 fig 2,FALSE,>0.05,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Liu_2020a_1,abundance,NA,FALSE,Nematoda,NA,NA,baerman funnel,June,Summer,precip_inc,undisturbed vs disturbed,713.9718956,659.0509805,NA,NA,mean,ind 100g-1 dry soil,126.2135922,116.5048544,,,SE,4,4,p 6 fig 2,FALSE,>0.05,NA,NA,50.3,10,130,130,130,130,1095,NA,1.88,101.76,0.28,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,FALSE,Collembola,NA,NA,pitfall traps,August,Summer,drought,undisturbed vs disturbed,55.95238095,149.4047619,NA,NA,mean,ind in traps,13.69047619,22.61904762,,,SE,5,5,p 196 fig1,NA,NA,NA,NA,63.62,NA,100,100,100,100,21,NA,NA,NA,NA,NA,NA,FALSE,,no control - is a comparison between a wet and a dry plot,,
Lensing_2005a_1,abundance,NA,FALSE,Collembola,NA,NA,pitfall traps,August,Summer,drought,undisturbed vs disturbed,68.45238095,154.1666667,NA,NA,mean,ind in traps,15.47619048,22.61904762,,,SE,5,5,p 196 fig1,NA,NA,NA,NA,63.62,NA,100,100,100,100,28,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,FALSE,Collembola,NA,NA,pitfall traps,August,Summer,drought,undisturbed vs disturbed,141.6666667,283.3333333,NA,NA,mean,ind in traps,17.26190476,21.42857143,,,SE,5,5,p 196 fig1,NA,NA,NA,NA,63.62,NA,100,100,100,100,46,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,FALSE,Collembola,NA,NA,pitfall traps,September,Summer,drought,undisturbed vs disturbed,35.71428571,73.21428571,NA,NA,mean,ind in traps,4.761904762,5.357142857,,,SE,5,5,p 196 fig1,TRUE,<0.001,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,FALSE,Araneida,NA,NA,pitfall traps,August,Summer,drought,undisturbed vs disturbed,2.502712477,1.605786618,NA,NA,mean,ind in traps,1.070524412,0.766726944,,,SE,5,5,p 196 fig1,NA,NA,NA,NA,63.62,NA,100,100,100,100,21,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,FALSE,Araneida,NA,NA,pitfall traps,August,Summer,drought,undisturbed vs disturbed,3.660036166,1.82278481,NA,NA,mean,ind in traps,0.665461121,1.056057866,,,SE,5,5,p 196 fig1,NA,NA,NA,NA,63.62,NA,100,100,100,100,28,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,FALSE,Araneida,NA,NA,pitfall traps,August,Summer,drought,undisturbed vs disturbed,5.236889693,3.631103074,NA,NA,mean,ind in traps,1.721518987,1.128390597,,,SE,5,5,p 196 fig1,TRUE,<0.05,0.043,NA,63.62,NA,100,100,100,100,46,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,FALSE,Araneida,NA,NA,pitfall traps,September,Summer,drought,undisturbed vs disturbed,4.09403255,1.605786618,NA,NA,mean,ind in traps,1.084990958,0.26039783,,,SE,5,5,p 196 fig1,NA,NA,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,TRUE,Entomobryidae,NA,NA,pitfall traps,NA,Summer,drought,undisturbed vs disturbed,260.8,434.2,NA,NA,mean,ind in traps,35.5,57,,,SE,5,5,p 198 tab 1,NA,NA,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,most of the p values for this data are in the text and only refer to the difference between litter layers,,
Lensing_2005a_1,abundance,NA,TRUE,Sminthuridae,NA,NA,pitfall traps,NA,Summer,drought,undisturbed vs disturbed,4.4,147,NA,NA,mean,ind in traps,0,26.8,,,SE,5,5,p 198 tab 1,NA,NA,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,TRUE,Hypogastruridae,NA,NA,pitfall traps,NA,Summer,drought,undisturbed vs disturbed,23,40.8,NA,NA,mean,ind in traps,7,7.8,,,SE,5,5,p 198 tab 1,NA,NA,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,TRUE,Tomoceridae,NA,NA,pitfall traps,NA,Summer,drought,undisturbed vs disturbed,9.6,30,NA,NA,mean,ind in traps,4.8,5.8,,,SE,5,5,p 198 tab 1,NA,NA,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,TRUE,Lycosidae,NA,NA,pitfall traps,NA,Summer,drought,undisturbed vs disturbed,9,8.6,NA,NA,mean,ind in traps,1.6,0.9,,,SE,5,5,p 198 tab 1,FALSE,NA,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,TRUE,Gnaphosidae,NA,NA,pitfall traps,NA,Summer,drought,undisturbed vs disturbed,4.8,1,NA,NA,mean,ind in traps,1.7,0.5,,,SE,5,5,p 198 tab 1,NA,NA,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,TRUE,Thomisidae,NA,NA,pitfall traps,NA,Summer,drought,undisturbed vs disturbed,2.4,1,NA,NA,mean,ind in traps,0.8,0.8,,,SE,5,5,p 198 tab 1,FALSE,NA,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,,,
Lensing_2005a_1,abundance,NA,TRUE,Theridiidae,NA,NA,pitfall traps,NA,Summer,drought,undisturbed vs disturbed,0.8,1,NA,NA,mean,ind in traps,0.4,0.5,,,SE,5,5,p 198 tab 1,FALSE,NA,NA,NA,63.62,NA,100,100,100,100,58,NA,NA,NA,NA,NA,NA,FALSE,,,,
Taylor_2004a_1,abundance,NA,FALSE,Nematoda,NA,NA,O'Connor wet funnel extraction,September,Autumn,drought,undisturbed vs disturbed,197.5103734,307.8838174,NA,NA,mean,ind g-1 DM litter,98.75518672,98.75518672,,,SE,5,5,p 318 tab 2 ,FALSE,>0.05,NA,NA,NA,NA,40,40,40,40,49,NA,NA,NA,NA,NA,NA,TRUE,,"combined the means of both regular and irregular  treatments for collembola and acari, so no information about drought impact",,
