"","Study_ID","Site_ID","broad_outcome","detailed_outcome","is_subset","Highest_taxonomic_resolution","trophic_group","trophic_assigned","sampling_method","disturbance_type","comparison_type","disturbance_av","control_av","dist_var","control_var","var_type","dist_n","control_n","significant","approx_p_val","exact_p_val","sample_area","sampling_depth","perc_during_dist","perc_annual_dist","time_after_dist_start","time_after_dist_end","lat","lon","forest_type","deciduous_coniferous","plantation","plot_area","mean_annual_precipitation","mean_annual_temperature","control_SD","dist_SD","Article","Did.the.study.consist.of.both.temporal.and.spatial.comparisons.","Did.the.study.use.randomization.","Did.the.study.avoid.confounding.factors.","Can.study.determine.causality.","Validity","study_year","yi","vi","sei","e_n","inv_n_tilda","sqrt_inv_n_tilda"
"1","Bakonyi_2007a","Bakonyi_2007a_1","alpha diversity","richness",FALSE,"Nematoda",NA,NA,"Cobb's decanting and sieving method","drought","undisturbed vs disturbed",23.7,22.6,3.1,2.7,"SD",27,27,FALSE,">0.05",0.538,12.6,10,-100,-16.67,760,NA,46.88333333,19.38333333,"temperate seasonal forest","mixed",FALSE,20,575,10.5,2.7,3.1,"Bakonyi et al. 2007","Partially","No","Partially","Yes","Low validity",2007,0.0475251418628453,0.00116229369727123,0.0340924287382292,54,0.0740740740740741,0.272165526975909
"2","Homet_2021a","Homet_2021a_1","alpha diversity","shannon wiener",FALSE,"Mesofauna",NA,NA,"tullgren funnel","drought","undisturbed vs disturbed",1.13,1.1,0.06,0.06,"SE",21,92,NA,NA,NA,NA,NA,-30,-30,92,NA,36.568749,-5.53564,"temperate seasonal forest","mixed",FALSE,300,1033,NA,0.575499782797526,0.27495454169735,"Homet et al. 2021","Partially","No","Yes","Yes","Low validity",2021,0.0269074529199242,0.00579453467171591,0.0761218409637859,68.3893805309735,0.0584886128364389,0.241844191239812
"3","Homet_2021a","Homet_2021a_1","alpha diversity","richness",FALSE,"Mesofauna",NA,NA,"tullgren funnel","drought","undisturbed vs disturbed",2.447761194,3.164179104,0.417910448,0.417910448,"SE",21,92,NA,NA,NA,NA,NA,-30,-30,92,NA,36.568749,-5.53564,"temperate seasonal forest","mixed",FALSE,300,1033,NA,4.00845620088028,1.91510626167291,"Homet et al. 2021","Partially","No","Yes","Yes","Low validity",2021,-0.256719846709066,0.0465932461669083,0.215854687618565,68.3893805309735,0.0584886128364389,0.241844191239812
"4","Homet_2021a","Homet_2021a_1","alpha diversity","shannon wiener",FALSE,"Mesofauna",NA,NA,"tullgren funnel","drought","undisturbed vs disturbed",0.26,0.46,0.06,0.06,"SE",43,5,NA,NA,NA,NA,NA,-30,-30,0,NA,36.568749,-5.53564,"temperate seasonal forest","mixed",FALSE,300,1033,NA,0.217345587364704,0.39344631145812,"Homet et al. 2021","Partially","No","Yes","Yes","Low validity",2021,-0.570544858467613,0.0979038748706807,0.312895948952173,17.9166666666667,0.223255813953488,0.472499538574895
"5","Homet_2021a","Homet_2021a_1","alpha diversity","richness",FALSE,"Mesofauna",NA,NA,"tullgren funnel","drought","undisturbed vs disturbed",1.731343284,3.044776119,0.47761194,0.597014925,"SE",43,5,NA,NA,NA,NA,NA,-30,-30,0,NA,36.568749,-5.53564,"temperate seasonal forest","mixed",FALSE,300,1033,NA,1.438627508648,3.13191093502262,"Homet et al. 2021","Partially","No","Yes","Yes","Low validity",2021,-0.564529802364119,0.120749317962931,0.347490025702798,17.9166666666667,0.223255813953488,0.472499538574895
"6","Homet_2021a","Homet_2021a_1","alpha diversity","shannon wiener",FALSE,"Mesofauna",NA,NA,"tullgren funnel","drought","undisturbed vs disturbed",1.58,1.53,0.03,0.03,"SE",43,274,NA,NA,NA,NA,NA,-30,-30,274,NA,36.568749,-5.53564,"temperate seasonal forest","mixed",FALSE,300,1033,NA,0.496588360717405,0.19672315572906,"Homet et al. 2021","Partially","No","Yes","Yes","Low validity",2021,0.0321571116345314,0.000744986660067698,0.0272944437581662,148.668769716088,0.0269054489899847,0.164028805366572
"7","Homet_2021a","Homet_2021a_1","alpha diversity","richness",FALSE,"Mesofauna",NA,NA,"tullgren funnel","drought","undisturbed vs disturbed",10.02985075,9.552238806,0.537313433,0.537313433,"SE",43,274,NA,NA,NA,NA,NA,-30,-30,274,NA,36.568749,-5.53564,"temperate seasonal forest","mixed",FALSE,300,1033,NA,8.89411989616372,3.52339980517916,"Homet et al. 2021","Partially","No","Yes","Yes","Low validity",2021,0.0487901645383308,0.00603396046071598,0.0776785714384345,148.668769716088,0.0269054489899847,0.164028805366572
"8","Homet_2021a","Homet_2021a_1","alpha diversity","shannon wiener",FALSE,"Mesofauna",NA,NA,"tullgren funnel","drought","undisturbed vs disturbed",1.59,1.58,0.02,0.01,"SE",43,594,NA,NA,NA,NA,NA,-30,-30,594,NA,36.568749,-5.53564,"temperate seasonal forest","mixed",FALSE,300,1033,NA,0.243721152139079,0.13114877048604,"Homet et al. 2021","Partially","No","Yes","Yes","Low validity",2021,0.00630916919326476,0.000198279272399476,0.0140811672953444,160.389324960754,0.0249393156369901,0.157921865607616
"9","Homet_2021a","Homet_2021a_1","alpha diversity","richness",FALSE,"Mesofauna",NA,NA,"tullgren funnel","drought","undisturbed vs disturbed",9.731343284,8.955223881,0.47761194,0.597014925,"SE",43,594,NA,NA,NA,NA,NA,-30,-30,594,NA,36.568749,-5.53564,"temperate seasonal forest","mixed",FALSE,300,1033,NA,14.5505165365226,3.13191093502262,"Homet et al. 2021","Partially","No","Yes","Yes","Low validity",2021,0.0831149067084514,0.00685326674698763,0.0827844595741715,160.389324960754,0.0249393156369901,0.157921865607616
"10","Homet_2021a","Homet_2021a_2","alpha diversity","shannon wiener",FALSE,"Mesofauna",NA,NA,"tullgren funnel","drought","undisturbed vs disturbed",0.357,0.447,0.048,0.06,"SE",43,43,NA,NA,NA,NA,NA,-30,-30,0,0,36.568749,-5.53564,"temperate seasonal forest","deciduous",FALSE,300,1033,NA,0.39344631145812,0.314757049166496,"Homet et al. 2021","Partially","No","Yes","Yes","Low validity",2021,-0.22482281283393,0.036095025795182,0.189986909536373,86,0.0465116279069767,0.215665546406877
