"","Study_ID","Site_ID","disturbance_type","Functional_group_size.y","Country","lat","lon"
"265","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"266","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"267","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"268","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"269","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"270","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"271","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"272","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"273","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"274","Tsiafouli_2005a","Tsiafouli_2005a_1","precip_inc","mesofauna","Greece",40.4333333333333,23.5666666666667
"275","Tsiafouli_2018a","Tsiafouli_2018a_1","drought","mesofauna","Greece",40.4333333333333,23.5666666666667
"276","Tsiafouli_2018a","Tsiafouli_2018a_1","drought","mesofauna","Greece",40.4333333333333,23.5666666666667
"277","Tsiafouli_2018a","Tsiafouli_2018a_1","drought","mesofauna","Greece",40.4333333333333,23.5666666666667
"278","Tsiafouli_2018a","Tsiafouli_2018a_1","drought","mesofauna","Greece",40.4333333333333,23.5666666666667
"279","Wang_2021a","Wang_2021a_1","drought","microfauna","China",42.4,128.1
"280","Wang_2021a","Wang_2021a_1","drought","microfauna","China",42.4,128.1
"281","Wang_2021a","Wang_2021a_1","drought","microfauna","China",42.4,128.1
"282","Williams_2014a","Williams_2014a_1","drought","mesofauna","USA",35.951883,-84.272722
"283","Williams_2014a","Williams_2014a_1","drought","macrofauna","USA",35.951883,-84.272722
"284","Williams_2014a","Williams_2014a_1","drought","macrofauna","USA",35.951883,-84.272722
"285","Williams_2014a","Williams_2014a_1","precip_inc","mesofauna","USA",35.951883,-84.272722
"286","Williams_2014a","Williams_2014a_1","precip_inc","macrofauna","USA",35.951883,-84.272722
"287","Williams_2014a","Williams_2014a_1","precip_inc","macrofauna","USA",35.951883,-84.272722
"288","Taylor_2005a","Taylor_2005a_1","drought","mesofauna","Germany",50.5166666666667,9.28333333333333
"289","Taylor_2005a","Taylor_2005a_1","drought","mesofauna","Germany",50.5166666666667,9.28333333333333
"290","Taylor_2005a","Taylor_2005a_1","drought","mesofauna","Germany",50.5166666666667,9.28333333333333
"291","Taylor_2005a","Taylor_2005a_1","drought","mesofauna","Germany",50.5166666666667,9.28333333333333
"292","Taylor_2005a","Taylor_2005a_1","drought","mesofauna","Germany",50.5166666666667,9.28333333333333
"293","Taylor_2005a","Taylor_2005a_1","drought","mesofauna","Germany",50.5166666666667,9.28333333333333
"294","Delph_2014a","Delph_2014a_1","drought",NA,"USA",35.31,-106.395
"295","Delph_2014a","Delph_2014a_1","drought",NA,"USA",35.31,-106.395
"296","Delph_2014a","Delph_2014a_1","drought",NA,"USA",35.31,-106.395
"297","Delph_2014a","Delph_2014a_1","drought",NA,"USA",35.31,-106.395
"298","Delph_2014a","Delph_2014a_1","drought",NA,"USA",35.31,-106.395
"299","Delph_2014a","Delph_2014a_1","drought",NA,"USA",35.31,-106.395
"300","Levings_1984a","Levings_1984a_1","precip_inc","macrofauna","Panama",9.156279669,-79.84725689
"301","Levings_1984a","Levings_1984a_1","precip_inc","macrofauna","Panama",9.156279669,-79.84725689
"302","Levings_1984a","Levings_1984a_1","precip_inc","macrofauna","Panama",9.156279669,-79.84725689
"303","Levings_1984a","Levings_1984a_1","precip_inc","mesofauna","Panama",9.156279669,-79.84725689
"304","Levings_1984a","Levings_1984a_1","precip_inc","macrofauna","Panama",9.156279669,-79.84725689
"305","Levings_1984a","Levings_1984a_1","precip_inc","macrofauna","Panama",9.156279669,-79.84725689
"306","Levings_1984a","Levings_1984a_1","precip_inc",NA,"Panama",9.156279669,-79.84725689
"307","Levings_1984a","Levings_1984a_1","precip_inc","mesofauna","Panama",9.156279669,-79.84725689
"308","Levings_1984a","Levings_1984a_1","precip_inc","mesofauna","Panama",9.156279669,-79.84725689
"309","Levings_1984a","Levings_1984a_1","precip_inc","mesofauna","Panama",9.156279669,-79.84725689
"310","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"311","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"312","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"313","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"314","Homet_2021a","Homet_2021a_2","drought","macrofauna","Spain",36.568749,-5.53564
"315","Homet_2021a","Homet_2021a_2","drought","macrofauna","Spain",36.568749,-5.53564
"316","Homet_2021a","Homet_2021a_2","drought","macrofauna","Spain",36.568749,-5.53564
"317","Homet_2021a","Homet_2021a_2","drought","macrofauna","Spain",36.568749,-5.53564
"318","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"319","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"320","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"321","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"322","Homet_2021a","Homet_2021a_2","drought","macrofauna","Spain",36.568749,-5.53564
"323","Homet_2021a","Homet_2021a_2","drought","macrofauna","Spain",36.568749,-5.53564
"324","Homet_2021a","Homet_2021a_2","drought","macrofauna","Spain",36.568749,-5.53564
"325","Homet_2021a","Homet_2021a_2","drought","macrofauna","Spain",36.568749,-5.53564
"326","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"327","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"328","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"329","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"330","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"331","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"332","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"333","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"334","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"335","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"336","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"337","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"338","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"339","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"340","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"341","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"342","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"343","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"344","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"345","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"346","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"347","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"348","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"349","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"350","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"351","Homet_2021a","Homet_2021a_2","drought","mesofauna","Spain",36.568749,-5.53564
"352","Homet_2021a","Homet_2021a_2","drought",NA,"Spain",36.568749,-5.53564
"353","Homet_2021a","Homet_2021a_2","drought",NA,"Spain",36.568749,-5.53564
"354","Homet_2021a","Homet_2021a_2","drought",NA,"Spain",36.568749,-5.53564
"355","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"356","Homet_2021a","Homet_2021a_1","drought","macrofauna","Spain",36.568749,-5.53564
"357","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"358","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"359","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"360","Homet_2021a","Homet_2021a_1","drought","macrofauna","Spain",36.568749,-5.53564
"361","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"362","Homet_2021a","Homet_2021a_1","drought","macrofauna","Spain",36.568749,-5.53564
"363","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"364","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"365","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"366","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"367","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"368","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"369","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"370","Homet_2021a","Homet_2021a_1","drought",NA,"Spain",36.568749,-5.53564
"371","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"372","Homet_2021a","Homet_2021a_1","drought","macrofauna","Spain",36.568749,-5.53564
"373","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"374","Homet_2021a","Homet_2021a_1","drought","macrofauna","Spain",36.568749,-5.53564
"375","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"376","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"377","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"378","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"379","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"380","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"381","Homet_2021a","Homet_2021a_1","drought","mesofauna","Spain",36.568749,-5.53564
"382","Homet_2021a","Homet_2021a_1","drought",NA,"Spain",36.568749,-5.53564
"383","Aupic_Samain_2021a","Aupic_Samain_2021a_1","drought","mesofauna","France",43.9652777777778,5.71166666666667
