"","Study_ID","Site_ID","broad_outcome","detailed_outcome","is_subset","use_for_first_analysis","use_for_trophic_analysis","Highest_taxonomic_resolution","disturbance_type","comparison_type","disturbance_av","control_av","dist_var","control_var","var_type","dist_n","control_n","above_below","perc_annual_dist","Country","exp_obs","before_after","controlled","blocked","paired","randomized","Did.the.study.consist.of.both.temporal.and.spatial.comparisons.","Did.the.study.use.randomization.","Did.the.study.avoid.confounding.factors.","Can.study.determine.causality.","Validity","Functional_group_size.y","lat","lon","trophic_to_use","exoskeleton","trap","study_year","geary_test","lnrr_laj","v_lnrr_laj","yi","vi","rr_diff","sei","e_n","inv_n_tilda","sqrt_inv_n_tilda","aridity"
"30","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Oribatida","drought","undisturbed vs disturbed",22.43835616,25.7260274,2.630136986,1.863013699,"SE",4,4,"belowground",-35,"Sweden","experimental",FALSE,TRUE,TRUE,FALSE,TRUE,"Partially","Yes","Yes","Yes","Medium validity","mesofauna",56.55,13.2166666666667,NA,"yes","Other",2006,"pass",-0.132483731235474,0.019037977350924,-0.13673139565705,0.0189839074317327,0.00424766442157587,0.137782101274922,8,0.5,0.707106781186548,1.5437
"31","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Oribatida","drought","undisturbed vs disturbed",22.16438356,24.1917808,NA,1.643835616,"SE",4,4,"belowground",-35,"Sweden","experimental",FALSE,TRUE,TRUE,FALSE,TRUE,"Partially","Yes","Yes","Yes","Medium validity","mesofauna",56.55,13.2166666666667,NA,"yes","Other",2006,NA,0.194663878072949,0.654559654620202,-0.0875262827136317,NA,0.28219016078658,NA,8,0.5,0.707106781186548,1.5437
"32","Riutta_2012a","Riutta_2012a_1","alpha diversity","taxonomic richness",FALSE,TRUE,TRUE,"Diplopoda","precip_inc","undisturbed vs disturbed",1.005882353,0.811764706,0.414705882,0.194117647,"SE",5,5,"aboveground",30.25,"United Kingdom","experimental",TRUE,TRUE,FALSE,TRUE,FALSE,"Yes","No","Yes","Yes","Low validity","macrofauna",51.7666666666667,-1.33333333333333,"detritivore","yes","Other",2012,"pass",0.270805877229908,0.235199132993716,0.214409871259007,0.227158741517977,0.0563960059709005,0.476611730361284,10,0.4,0.632455532033676,0.8444
"33","Riutta_2012a","Riutta_2012a_1","alpha diversity","taxonomic richness",FALSE,TRUE,TRUE,"Diplopoda","precip_inc","undisturbed vs disturbed",1.720588235,1.217647059,0.114705882,0.317647059,"SE",5,5,"aboveground",30.25,"United Kingdom","experimental",TRUE,TRUE,FALSE,TRUE,FALSE,"Yes","No","Yes","Yes","Low validity","macrofauna",51.7666666666667,-1.33333333333333,"detritivore","yes","Other",2012,"pass",0.313941630243681,0.0736601131269883,0.345745873090675,0.0724973745312132,0.0318042428469931,0.269253364939444,10,0.4,0.632455532033676,0.8444
"34","Riutta_2012a","Riutta_2012a_1","alpha diversity","taxonomic richness",FALSE,TRUE,TRUE,"Oniscidea","precip_inc","undisturbed vs disturbed",1.203296703,0.906593407,0.247252747,0.28021978,"SE",5,5,"aboveground",30.25,"United Kingdom","experimental",TRUE,TRUE,FALSE,TRUE,FALSE,"Yes","No","Yes","Yes","Low validity","macrofauna",51.7666666666667,-1.33333333333333,"detritivore","yes","Other",2012,"pass",0.256468562872936,0.140486503866856,0.28312625522086,0.137758994998329,0.026657692347924,0.371158988842152,10,0.4,0.632455532033676,0.8444
"35","Riutta_2012a","Riutta_2012a_1","alpha diversity","taxonomic richness",FALSE,TRUE,TRUE,"Oniscidea","precip_inc","undisturbed vs disturbed",1.392857143,0.791208791,0.107142857,0.197802198,"SE",5,5,"aboveground",30.25,"United Kingdom","experimental",TRUE,TRUE,FALSE,TRUE,FALSE,"Yes","No","Yes","Yes","Low validity","macrofauna",51.7666666666667,-1.33333333333333,"detritivore","yes","Other",2012,"pass",0.537259103615858,0.0694024756041098,0.56555052382169,0.0684171599043069,0.0282914202058325,0.261566740822121,10,0.4,0.632455532033676,0.8444
"36","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Oribatida","drought","undisturbed vs disturbed",10,11,NA,NA,NA,7,7,"belowground",-100,"Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Partially","Yes","Partially","Yes","Medium validity","mesofauna",40.4333333333333,23.5666666666667,NA,"yes","Other",2005,NA,-1.90525414531927,8.18741429879207,-0.0953101798043249,NA,1.80994396551495,NA,14,0.285714285714286,0.534522483824849,0.4235
"37","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Oribatida","drought","undisturbed vs disturbed",15,22,NA,NA,NA,7,7,"belowground",-100,"Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Partially","Yes","Partially","Yes","Medium validity","mesofauna",40.4333333333333,23.5666666666667,NA,"yes","Other",2005,NA,-2.19293621777105,8.18741429879207,-0.382992252256106,NA,1.80994396551495,NA,14,0.285714285714286,0.534522483824849,0.4235
"38","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","taxonomic richness",FALSE,TRUE,TRUE,"Collembola","precip_inc","undisturbed vs disturbed",17,11,NA,NA,NA,7,7,"belowground",34.935305,"Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Partially","Yes","Partially","Yes","Medium validity","mesofauna",40.4333333333333,23.5666666666667,"detritivore-fungivore","yes","Other",2005,NA,-1.3746258942571,8.18741429879207,0.435318071257845,NA,1.80994396551495,NA,14,0.285714285714286,0.534522483824849,0.4235
"39","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Oribatida","precip_inc","undisturbed vs disturbed",30,15,NA,NA,NA,7,7,"belowground",34.935305,"Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Partially","Yes","Partially","Yes","Medium validity","mesofauna",40.4333333333333,23.5666666666667,NA,"yes","Other",2005,NA,-1.116796784955,8.18741429879207,0.693147180559945,NA,1.80994396551495,NA,14,0.285714285714286,0.534522483824849,0.4235
"40","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","taxonomic richness",FALSE,TRUE,TRUE,"Collembola","precip_inc","undisturbed vs disturbed",15,11,NA,NA,NA,7,7,"belowground",38.4103512,"Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Partially","Yes","Partially","Yes","Medium validity","mesofauna",40.4333333333333,23.5666666666667,"detritivore-fungivore","yes","Other",2005,NA,-1.49978903721111,8.18741429879207,0.310154928303839,NA,1.80994396551495,NA,14,0.285714285714286,0.534522483824849,0.4235
"41","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Oribatida","precip_inc","undisturbed vs disturbed",29,15,NA,NA,NA,7,7,"belowground",38.4103512,"Greece","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Partially","Yes","Partially","Yes","Medium validity","mesofauna",40.4333333333333,23.5666666666667,NA,"yes","Other",2005,NA,-1.15069833663068,8.18741429879207,0.659245628884264,NA,1.80994396551495,NA,14,0.285714285714286,0.534522483824849,0.4235
"42","Williams_2014a","Williams_2014a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Coleoptera","drought","undisturbed vs disturbed",6.2,6.8,0.2,0.1,"SE",30,30,"aboveground",-33,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Partially","Yes","Partially","Yes","Medium validity","macrofauna",35.951883,-84.272722,NA,"yes","Trap",2014,"pass",-0.091961160255741,0.00125712809762655,-0.092373320131015,0.00125684570210529,0.000412159875274071,0.0354520197182797,60,0.0666666666666667,0.258198889747161,0.9366
"43","Williams_2014a","Williams_2014a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Coleoptera","precip_inc","undisturbed vs disturbed",6.5,6.8,0.2,0.1,"SE",30,30,"aboveground",33,"USA","experimental",FALSE,TRUE,FALSE,FALSE,FALSE,"Partially","Yes","Partially","Yes","Medium validity","macrofauna",35.951883,-84.272722,NA,"yes","Trap",2014,"pass",-0.0447551939872938,0.00116324431211725,-0.0451204352804695,0.00116300853790872,0.000365241293175715,0.0341029109887811,60,0.0666666666666667,0.258198889747161,0.9366
"44","Taylor_2005a","Taylor_2005a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Oribatida","drought","undisturbed vs disturbed",5,8,NA,NA,NA,4,4,"aboveground",-75.34246575,"Germany","experimental",FALSE,TRUE,TRUE,FALSE,FALSE,"Partially","No","Partially","Yes","Low validity","mesofauna",50.5166666666667,9.28333333333333,NA,"yes","Other",2005,NA,-3.63740556889689,19.4693570598262,-0.470003629245736,NA,3.16740193965116,NA,8,0.5,0.707106781186548,1.6033
"45","Taylor_2005a","Taylor_2005a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Oribatida","drought","undisturbed vs disturbed",5,8,NA,NA,NA,4,4,"aboveground",-75.34246575,"Germany","experimental",FALSE,TRUE,TRUE,FALSE,FALSE,"Partially","No","Partially","Yes","Low validity","mesofauna",50.5166666666667,9.28333333333333,NA,"yes","Other",2005,NA,-3.63740556889689,19.4693570598262,-0.470003629245736,NA,3.16740193965116,NA,8,0.5,0.707106781186548,1.6033
"46","Delph_2014a","Delph_2014a_1","alpha diversity","taxonomic richness",FALSE,TRUE,FALSE,"Arthropods","drought","disturbed vs more disturbed",37.9,38.3,1.4,1.2,"SE",96,96,"aboveground",-34,"USA","observational",FALSE,TRUE,FALSE,TRUE,FALSE,"Partially","No","Partially","Partially","Low validity",NA,35.31,-106.395,NA,"yes","Other",2014,"pass",-0.010307361989633,0.00234688801030385,-0.0104987840982196,0.0023461816180689,0.000191422108586576,0.0484373989606058,192,0.0208333333333333,0.144337567297406,0.2006
