"","filename","variable","group_id","mean","sd","n","r","se","error_type","plot_type"
"1","Ashton_2019_Figure_1.PNG","Termite encounters per 100 m2","dry",42.0446096654275,18.0111716569827,8,NA,6.3679108078837,"sd","boxplot"
"2","Ashton_2019_Figure_1.PNG","Termite encounters per 100 m2","wet",22.2490706319703,10.8501329053433,8,NA,3.83610127707176,"sd","boxplot"
